customer_id,age,gender,city,state,membership_type,annual_income,occupation,education_level,marital_status,number_of_children,preferred_device,app_usage_hours,avg_session_duration,products_viewed_per_visit,cart_additions,abandoned_carts,monthly_orders,avg_order_value,total_spending,discount_usage_rate,coupon_redemptions,return_rate,preferred_category,payment_method,failed_payment_attempts,delivery_delay_days,customer_support_calls,satisfaction_score,loyalty_points,social_media_engagement,email_click_rate,push_notification_response,referral_count,website_visits_per_month,last_purchase_days_ago,churn_risk_score,fraud_flag,subscription_active,high_value_customer
2562,27,Male,Hyderabad,Rajasthan,Platinum,549194.0,Designer,High School,Married,4,Desktop,4.83,52.84,40,9,8,9,2411.32,390633.84,0.87,14,0.44,Beauty,Net Banking,1,9,2,4.27,15394,63.49,0.53,0.9,15,114,200,0.68,1,0,0
2563,41,Other,Kolkata,Delhi,Platinum,508695.84,Analyst,High School,Single,0,Mobile,3.6,5.97,12,0,1,7,5511.45,540122.1,0.42,11,0.22,Beauty,UPI,1,6,9,2.43,17103,64.56,0.18,0.68,10,76,280,0.74,1,1,0
2564,52,Male,Chennai,Maharashtra,Gold,979960.22,Manager,High School,Married,1,Mobile,1.21,55.27,37,8,2,8,669.8,75017.6,0.4,27,0.23,Fashion,COD,1,2,10,,3411,89.83,0.8,0.35,2,6,363,0.72,1,0,0
2565,19,Male,Delhi,Maharashtra,Gold,605383.99,Engineer,Master,Married,2,Desktop,5.75,29.87,39,2,7,9,2701.49,559208.43,0.11,7,0.17,Home,UPI,5,8,8,1.11,10601,97.84,0.82,0.69,15,20,260,0.22,1,1,0
2566,23,Male,Jaipur,Maharashtra,Gold,771065.26,Doctor,PhD,Single,1,Mobile,2.08,26.56,23,19,7,5,3794.62,189731.0,0.77,2,0.12,Home,Credit Card,5,2,0,2.81,20075,69.79,0.15,0.13,14,80,222,0.96,0,1,0
2567,47,Other,Chennai,Rajasthan,Platinum,667124.18,Designer,High School,Married,1,Tablet,4.93,33.67,46,19,8,8,4117.67,197648.16,0.25,22,0.35,Electronics,Net Banking,4,9,13,1.14,5741,55.07,0.36,0.03,4,87,165,0.53,1,1,0
2568,19,Male,Bangalore,Tamil Nadu,Silver,355281.21,,Master,Single,4,Mobile,3.01,41.67,32,10,0,9,5717.84,926290.08,0.77,13,0.35,Books,COD,1,2,5,1.1,11292,86.53,0.16,0.01,7,66,200,0.4,1,0,0
2569,23,Other,Pune,Maharashtra,Silver,548722.73,Manager,High School,Married,2,Desktop,7.84,43.29,11,1,4,10,3542.47,354247.0,0.86,5,0.15,Books,COD,5,9,14,1.78,18433,18.67,0.19,0.09,7,116,342,0.27,0,0,0
2570,24,Male,Hyderabad,Rajasthan,Platinum,1145102.63,Engineer,PhD,Married,1,Tablet,7.37,46.43,42,14,2,9,4875.53,965354.94,0.61,7,0.46,Electronics,COD,2,1,10,1.13,21216,88.03,0.43,0.85,14,31,97,0.76,1,1,0
2571,22,Female,Jaipur,West Bengal,Gold,555911.88,Designer,PhD,Single,1,Desktop,3.65,23.34,31,1,5,9,3469.31,218566.53,0.02,4,0.35,Electronics,Net Banking,1,5,0,2.82,4617,71.99,0.37,0.83,6,51,364,0.79,0,1,0
2572,22,Other,Chennai,West Bengal,Platinum,940039.62,Designer,Bachelor,Married,3,Desktop,3.76,41.44,16,9,4,10,4843.81,968762.0,0.19,24,0.07,Fashion,Net Banking,1,7,5,4.08,21003,82.8,0.93,0.01,15,27,95,0.15,0,0,1
2573,37,Male,Pune,Karnataka,Silver,1127932.04,Manager,Master,Married,3,Mobile,6.65,31.0,47,19,2,10,4153.58,623037.0,0.5,15,0.08,Fashion,Debit Card,1,3,8,3.19,406,46.77,0.17,0.02,17,102,360,0.64,1,1,0
2574,33,Male,Chennai,West Bengal,Gold,835238.36,Manager,Master,Single,3,Desktop,4.83,23.14,39,17,7,6,5830.41,734631.66,0.43,28,0.45,Books,Net Banking,2,1,7,4.98,4875,93.62,0.0,0.8,14,12,27,0.64,1,0,0
2575,32,Other,Hyderabad,Rajasthan,Silver,838441.69,Teacher,Master,Married,3,Tablet,2.66,20.69,26,12,10,3,4585.83,220119.84,0.66,10,0.2,Sports,UPI,1,10,0,4.07,21330,49.41,0.65,0.28,10,11,121,0.11,0,1,0
2576,25,Other,Chennai,Rajasthan,Gold,1543517.57,Manager,Master,Single,4,Desktop,5.66,11.62,21,8,9,4,6317.45,252698.0,0.64,7,0.22,Electronics,Debit Card,3,5,8,2.84,7497,61.87,0.08,0.51,9,35,305,0.29,0,1,0
2577,60,Female,Mumbai,West Bengal,Platinum,1257354.87,Designer,PhD,Married,4,Mobile,1.06,42.75,23,0,8,8,4037.22,193786.56,0.61,9,0.3,Groceries,Net Banking,3,6,3,1.69,5242,81.1,0.47,0.55,0,8,154,0.73,1,0,0
2578,51,Female,Bangalore,Maharashtra,Gold,1210024.21,Engineer,Bachelor,Married,1,Desktop,2.52,36.92,33,9,7,7,3917.92,164552.64,0.32,5,0.25,Electronics,Debit Card,2,1,10,4.46,5183,40.61,0.83,0.3,19,30,250,0.38,0,1,0
2579,64,Female,Delhi,Karnataka,Silver,,Lawyer,Bachelor,Married,2,Tablet,5.0,46.38,31,5,9,5,5310.98,265549.0,0.94,9,0.2,Beauty,Debit Card,4,5,14,1.14,6869,41.07,0.03,0.02,10,61,186,0.03,1,1,0
2580,63,Other,Mumbai,Tamil Nadu,Platinum,1114422.6,Doctor,Master,Single,2,Desktop,4.26,50.8,27,11,2,13,2111.84,329447.04,0.58,2,0.35,Beauty,Net Banking,1,5,1,3.94,5444,36.53,0.9,0.05,12,105,278,0.82,0,0,0
2581,38,Female,Pune,Maharashtra,Platinum,953272.0,Doctor,High School,Married,1,Tablet,2.61,24.34,47,14,4,10,3192.56,446958.4,0.25,25,0.35,Beauty,Debit Card,4,5,1,4.45,13156,44.28,0.07,0.94,9,18,89,0.02,0,1,1
2582,64,Other,Delhi,Karnataka,Gold,591554.85,Doctor,High School,Married,1,Mobile,4.32,39.39,10,0,1,7,4927.23,551849.76,0.65,28,0.03,Electronics,Credit Card,2,8,13,3.98,9161,68.84,0.29,0.66,0,18,329,0.31,0,1,0
2583,20,Other,Chennai,Karnataka,Silver,555715.52,Lawyer,High School,Married,1,Tablet,6.33,9.88,3,4,6,12,4372.5,577170.0,0.94,4,0.19,Fashion,COD,4,7,12,4.8,1122,92.91,0.25,0.18,3,69,353,0.12,0,0,1
2584,25,Other,Chennai,Maharashtra,Gold,1132928.6,Manager,High School,Single,1,Desktop,5.52,58.48,8,17,8,6,5547.68,199716.48,0.64,28,0.31,Home,Debit Card,3,6,9,1.2,22031,56.42,0.44,0.66,14,80,79,0.95,1,0,0
2585,23,Female,Pune,Telangana,Gold,703080.6,Lawyer,Bachelor,Single,3,Desktop,2.17,42.98,6,16,8,8,3281.74,472570.56,0.14,30,0.22,Groceries,COD,3,8,4,3.61,22731,29.28,0.52,0.3,10,12,201,0.73,1,0,0
2586,45,Other,Pune,Karnataka,Silver,633450.03,Manager,High School,Married,2,Mobile,3.6,33.06,50,6,1,11,1801.68,257640.24,0.88,5,0.06,Books,Debit Card,3,2,7,2.37,10705,79.95,0.03,0.19,14,7,166,0.3,1,1,0
2587,35,Male,Bangalore,Karnataka,Silver,454878.49,Teacher,High School,Married,4,Tablet,5.23,3.7,48,15,9,9,6102.63,329542.02,0.84,20,0.13,Fashion,COD,5,6,3,1.68,9793,67.85,0.24,0.65,13,25,157,0.91,1,0,0
2588,52,Female,Delhi,Maharashtra,Platinum,703659.51,Doctor,Bachelor,Single,0,Mobile,6.06,11.77,31,19,6,4,300.0,19200.0,0.51,11,0.39,Groceries,COD,2,10,5,3.74,4896,7.72,0.09,0.92,17,108,8,0.61,0,0,0
2589,50,Male,Delhi,Rajasthan,Silver,449961.48,Engineer,PhD,Married,0,Desktop,4.25,48.7,11,2,4,5,4820.23,216910.35,0.57,25,0.47,Groceries,Net Banking,0,7,6,4.46,10591,27.59,0.1,0.46,4,45,346,0.97,0,0,0
2590,25,Male,Kolkata,West Bengal,Silver,777760.33,Manager,Bachelor,Single,4,Mobile,2.33,53.97,38,8,1,7,4717.79,231171.71,0.68,28,0.06,Groceries,COD,1,7,8,3.34,11192,17.4,0.95,0.19,2,60,176,0.58,1,0,0
2591,30,Other,Kolkata,West Bengal,Platinum,792545.6,Designer,Master,Married,4,Tablet,1.07,55.94,36,1,8,13,5176.12,1278501.64,0.55,29,0.17,Sports,Credit Card,2,1,13,4.94,3889,18.39,0.22,0.9,8,4,331,0.11,0,0,1
2592,46,Female,Jaipur,Karnataka,Silver,481227.19,Teacher,PhD,Single,1,Desktop,4.1,34.81,2,10,4,8,4618.0,480272.0,0.16,25,0.11,Electronics,COD,5,0,4,3.3,1861,49.34,0.9,0.98,3,106,322,0.72,1,1,0
2593,64,Male,Kolkata,Karnataka,Silver,763827.03,Engineer,Bachelor,Single,1,Mobile,3.3,18.43,48,7,6,14,4468.35,625569.0,0.42,10,0.11,Sports,COD,0,8,6,3.16,14974,96.12,0.78,0.59,6,1,75,0.51,0,1,0
2594,39,Other,Hyderabad,Delhi,Gold,1033684.8,Doctor,High School,Married,0,Tablet,5.97,21.44,42,15,9,6,2206.44,317727.36,0.48,4,0.08,Electronics,UPI,5,8,3,2.39,5216,55.8,0.5,0.01,16,77,286,0.21,1,0,0
2595,20,Other,Mumbai,Delhi,Platinum,632599.64,Student,Bachelor,Single,1,Desktop,0.66,24.93,13,7,7,15,4242.56,445468.8,0.28,30,0.2,Electronics,Credit Card,3,9,0,1.88,18028,45.05,0.79,0.5,15,78,127,0.84,1,1,0
2596,45,Male,Bangalore,Maharashtra,Silver,1182336.64,Student,PhD,Single,2,Desktop,6.93,2.12,32,18,1,7,5061.49,637747.74,0.88,29,0.13,Fashion,Credit Card,2,9,5,3.43,21028,6.01,0.49,0.21,1,102,158,0.58,1,0,0
2597,39,Female,Hyderabad,Delhi,Silver,1108915.36,Doctor,High School,Married,3,Mobile,6.42,53.31,9,2,0,3,9329.34,447808.32,0.47,7,0.47,Fashion,Debit Card,5,4,5,4.08,3590,74.44,0.43,0.67,15,45,190,0.3,1,0,0
2598,26,Other,Mumbai,Karnataka,Platinum,1137184.17,Designer,PhD,Single,4,Tablet,2.71,25.51,42,17,5,8,2950.41,542875.44,0.25,14,0.49,Groceries,Net Banking,4,9,7,1.72,10260,64.87,0.08,0.43,5,61,310,0.18,0,1,0
2599,29,Male,Chennai,Rajasthan,Silver,961694.57,Analyst,High School,Married,4,Tablet,6.68,57.66,10,3,7,6,7670.52,828416.16,0.11,8,0.19,Sports,Debit Card,1,0,2,1.52,16985,94.61,0.78,0.06,11,58,18,0.85,0,1,0
2600,33,Female,Jaipur,West Bengal,Platinum,1156834.69,Doctor,Bachelor,Married,2,Mobile,2.6,55.06,47,17,3,11,3840.11,253447.26,0.13,5,0.49,Electronics,Net Banking,2,4,2,1.58,14610,3.89,0.51,0.91,4,101,306,0.83,1,1,0
2601,48,Male,Hyderabad,Delhi,Silver,1303167.2,Teacher,Master,Married,1,Mobile,7.11,38.65,18,2,4,8,7941.16,1143527.04,0.01,10,0.18,Sports,Credit Card,5,9,14,2.18,13564,46.72,0.79,0.61,12,16,344,0.25,1,0,0
2602,35,Female,Kolkata,Karnataka,Platinum,604222.83,Analyst,Bachelor,Single,3,Tablet,4.9,21.2,46,4,0,10,2343.27,562384.8,0.5,15,0.01,Groceries,COD,2,8,6,4.31,2958,88.33,0.91,0.85,2,116,162,0.46,0,0,1
2603,30,Female,Mumbai,West Bengal,Gold,291709.5,Analyst,Master,Single,0,Mobile,1.41,33.4,30,4,5,9,6117.78,1156260.42,0.56,13,0.23,Home,COD,2,3,3,2.67,22364,47.91,0.56,1.0,2,106,217,0.11,1,1,0
2604,64,Other,Mumbai,Karnataka,Gold,834741.39,Designer,Master,Single,2,Desktop,5.11,8.96,17,4,8,9,4889.51,704089.44,0.94,7,0.14,Books,Net Banking,1,0,14,3.95,862,52.67,0.42,0.13,4,32,345,0.84,1,0,0
2605,35,Male,Kolkata,Tamil Nadu,Gold,1083441.51,,Bachelor,Single,2,Tablet,7.4,38.82,25,1,9,5,2042.35,112329.25,0.58,22,0.5,Groceries,Net Banking,2,7,11,1.6,7400,54.68,0.62,0.96,7,39,133,0.9,0,0,0
2606,65,Other,Delhi,Tamil Nadu,Gold,736400.97,Designer,High School,Married,3,Tablet,0.67,8.3,5,11,4,9,1066.85,211236.3,0.82,18,0.13,Groceries,Debit Card,0,5,7,1.17,3362,68.4,0.84,0.13,7,56,343,0.6,0,1,0
2607,44,Female,Delhi,Telangana,Platinum,518948.23,Designer,PhD,Married,3,Desktop,6.49,49.1,5,10,7,7,1985.71,319699.31,0.88,9,0.27,Home,COD,5,6,10,1.65,14278,96.08,0.42,0.21,16,117,289,0.23,1,0,0
2608,18,Female,Kolkata,Delhi,Platinum,246038.29,Designer,Bachelor,Single,3,Tablet,1.26,55.89,9,9,7,13,8433.67,2192754.2,0.11,28,0.44,Home,Credit Card,0,6,8,4.7,122,70.98,0.95,0.98,2,80,331,0.28,0,1,1
2609,65,Female,Mumbai,West Bengal,Platinum,1090681.92,Engineer,Bachelor,Single,0,Desktop,5.99,52.97,6,10,5,3,2829.77,50935.86,0.79,3,0.2,Fashion,Net Banking,1,3,14,2.59,18535,0.19,0.98,0.61,16,25,163,0.23,1,0,0
2610,29,Other,Hyderabad,Maharashtra,Platinum,812411.1,Analyst,Master,Single,2,Desktop,3.7,48.5,31,11,10,12,4248.46,1070611.92,0.18,8,0.12,Beauty,COD,5,9,15,2.88,7115,73.4,0.14,0.3,3,59,46,0.41,0,1,0
2611,51,Other,Bangalore,Rajasthan,Platinum,373089.9,Lawyer,Bachelor,Married,4,Desktop,5.4,20.16,40,1,5,16,2812.31,629957.44,0.7,27,0.23,Groceries,Debit Card,4,9,1,3.84,22965,27.55,0.63,0.7,2,91,130,0.33,0,0,1
2612,23,Female,Bangalore,Telangana,Platinum,1031557.05,Engineer,Master,Married,3,Mobile,2.0,13.16,9,12,6,6,1989.95,71638.2,0.43,18,0.19,Books,Net Banking,4,1,6,3.21,24137,76.64,0.72,0.19,8,64,113,0.53,0,0,0
2613,58,Male,Jaipur,Karnataka,Silver,1249882.99,,PhD,Married,3,Desktop,0.95,57.01,35,12,7,11,5460.34,961019.84,0.25,3,0.21,Electronics,COD,1,1,11,4.31,20488,4.53,0.27,0.93,17,72,71,0.99,1,1,0
2614,42,Male,Pune,Delhi,Platinum,922348.12,Teacher,PhD,Single,3,Tablet,6.21,53.22,3,12,4,6,3987.6,454586.4,0.5,26,0.02,Beauty,COD,0,4,9,1.42,17814,57.25,0.65,0.66,15,90,97,0.63,0,0,0
2615,48,Male,Bangalore,West Bengal,Silver,1142332.79,Designer,High School,Single,0,Tablet,6.43,17.47,14,12,5,6,1886.94,192467.88,0.6,23,0.0,Sports,Debit Card,2,5,8,3.57,16382,71.46,0.19,0.21,13,2,213,0.59,1,0,0
2616,37,Other,Hyderabad,Maharashtra,Silver,,Designer,Bachelor,Married,4,Desktop,1.09,48.45,41,1,8,11,3198.69,703711.8,0.52,26,0.13,Books,UPI,4,8,4,1.54,22266,43.21,0.6,0.66,20,104,7,0.43,1,0,0
2617,62,Female,Kolkata,Maharashtra,Silver,852612.34,Engineer,Bachelor,Married,2,Tablet,5.7,18.55,1,18,10,8,2355.67,207298.96,0.74,8,0.1,Beauty,Net Banking,2,3,13,2.48,10167,86.34,0.42,0.3,1,43,158,0.48,1,0,0
2618,55,Other,Delhi,Telangana,Platinum,821979.33,Designer,PhD,Single,3,Mobile,2.17,45.27,2,4,10,11,2519.94,665264.16,0.65,15,0.27,Fashion,COD,5,2,8,2.6,7469,31.06,0.03,0.42,10,25,189,0.75,0,1,0
2619,23,Male,Bangalore,Delhi,Silver,721832.93,Doctor,PhD,Single,1,Desktop,5.92,13.84,42,17,0,9,7312.71,1316287.8,0.02,24,0.05,Home,Net Banking,2,0,15,1.5,4060,25.27,0.35,0.22,8,53,227,0.55,0,1,0
2620,47,Female,Delhi,Maharashtra,Silver,1186651.99,Lawyer,Master,Married,1,Tablet,0.54,17.76,33,9,10,6,1825.82,219098.4,0.39,24,0.36,Electronics,Credit Card,4,8,4,1.81,22054,79.92,0.56,0.54,9,25,243,0.27,1,0,0
2621,24,Male,Chennai,Delhi,Platinum,1079584.47,Analyst,Master,Single,0,Tablet,5.32,11.6,44,0,4,1,4613.4,36907.2,0.5,26,0.2,Groceries,Net Banking,0,8,4,3.05,20808,5.35,0.28,0.07,19,95,71,0.92,1,0,0
2622,44,Female,Pune,Karnataka,Platinum,825182.16,Lawyer,PhD,Single,0,Desktop,3.57,34.18,32,0,4,10,3051.82,732436.8,0.74,30,0.04,Electronics,Debit Card,0,6,13,3.22,7880,58.38,0.31,0.61,2,69,50,0.18,0,0,0
2623,36,Other,Delhi,Telangana,Platinum,1044690.09,Engineer,PhD,Single,3,Desktop,2.26,35.51,16,19,2,4,4502.49,324179.28,0.93,5,0.09,Fashion,UPI,5,0,4,2.0,17232,11.75,0.99,0.93,6,35,351,0.95,1,0,0
2624,47,Male,Chennai,Telangana,Silver,917963.32,Analyst,PhD,Single,4,Desktop,0.82,19.76,39,14,7,12,5557.62,600222.96,0.23,0,0.11,Electronics,COD,0,4,14,3.26,4201,3.77,0.2,0.99,16,92,135,0.88,1,1,0
2625,48,Male,Pune,Delhi,Platinum,1453946.77,Student,High School,Single,4,Tablet,6.42,12.8,47,7,9,7,4456.4,592701.2,0.3,15,0.39,Beauty,UPI,0,0,11,3.66,14316,3.02,0.77,0.44,11,107,192,0.68,1,0,0
2626,42,Other,Delhi,Rajasthan,Silver,1034185.73,Engineer,PhD,Single,2,Tablet,5.56,37.92,18,11,0,6,4361.44,601878.72,0.89,15,0.11,Books,COD,5,6,6,3.79,14202,5.86,0.42,0.68,18,57,75,0.52,0,0,0
2627,48,Female,Bangalore,West Bengal,Platinum,1371010.68,,Master,Single,0,Tablet,6.22,2.42,39,12,10,4,4823.25,115758.0,0.99,1,0.31,Fashion,Credit Card,0,7,14,3.32,3183,17.13,0.39,0.14,4,65,233,0.95,1,0,0
2628,36,Other,Bangalore,West Bengal,Platinum,1422201.41,Teacher,Master,Married,4,Mobile,1.55,20.96,26,19,9,11,4283.88,801085.56,0.69,11,0.26,Fashion,Net Banking,3,2,11,1.93,23188,10.24,0.03,0.6,13,39,44,0.81,1,0,0
2629,52,Other,Chennai,West Bengal,Gold,841230.26,Student,Master,Married,1,Desktop,3.1,14.03,34,11,2,8,3334.28,613507.52,0.11,13,0.43,Electronics,UPI,0,5,11,2.29,12203,59.47,0.46,0.57,8,24,87,0.9,0,1,0
2630,24,Male,Hyderabad,Telangana,Gold,763660.82,Doctor,Master,Married,2,Tablet,2.58,42.11,27,0,3,7,5314.12,483584.92,0.35,12,0.06,Sports,Credit Card,4,9,12,1.58,5390,80.8,0.26,0.48,12,85,320,0.41,1,1,0
2631,18,Male,Bangalore,Delhi,Silver,458019.16,Student,Bachelor,Married,4,Tablet,3.35,13.28,2,5,1,10,4988.13,1047507.3,0.41,18,0.36,Sports,UPI,4,1,4,2.8,19574,98.87,0.71,0.42,14,15,242,0.27,0,0,0
2632,31,Male,Bangalore,West Bengal,Gold,1158022.54,Doctor,Master,Single,1,Mobile,1.59,35.98,6,17,7,6,8331.65,599878.8,0.92,6,0.39,Fashion,COD,3,2,15,2.88,16181,76.83,0.16,0.54,12,7,19,0.1,0,0,0
2633,57,Male,Kolkata,West Bengal,Gold,1202217.45,Manager,PhD,Married,4,Tablet,1.68,33.63,16,4,3,5,7386.07,332373.15,0.63,14,0.49,Home,Net Banking,5,4,15,4.67,22465,72.09,0.11,0.14,0,100,106,0.3,0,1,0
2634,47,Other,Delhi,Rajasthan,Gold,901697.04,Doctor,PhD,Married,3,Mobile,4.36,44.73,28,19,4,7,3000.35,357041.65,0.49,16,0.4,Home,Debit Card,4,9,11,4.9,22311,38.26,0.29,0.15,11,32,217,0.52,1,1,0
2635,38,Male,Hyderabad,Maharashtra,Platinum,1057738.65,Teacher,Master,Single,3,Tablet,1.42,15.2,41,0,6,5,4968.27,447144.3,0.54,30,0.11,Books,Credit Card,4,2,10,1.02,11267,3.46,0.26,0.09,10,79,18,0.99,1,0,0
2636,43,Female,Kolkata,Maharashtra,Silver,821746.27,Analyst,High School,Single,4,Desktop,7.44,31.41,13,5,9,9,3917.65,705177.0,0.59,2,0.05,Electronics,UPI,4,2,14,1.35,2962,60.58,0.72,0.06,20,65,71,0.32,1,0,0
2637,35,Other,Bangalore,West Bengal,Silver,913874.76,Designer,Bachelor,Married,2,Desktop,7.31,2.84,13,20,1,4,5508.82,374599.76,0.43,7,0.41,Sports,Credit Card,1,5,10,3.41,17249,45.42,0.63,0.35,4,112,90,0.38,1,0,0
2638,49,Male,Bangalore,West Bengal,Gold,1437382.8,Doctor,High School,Married,1,Mobile,5.44,7.33,42,1,1,8,4789.77,728045.04,0.98,20,0.17,Fashion,Credit Card,4,1,1,3.57,17004,63.16,0.47,0.7,15,49,329,0.31,1,1,0
2639,57,Male,Hyderabad,Delhi,Platinum,924189.83,Analyst,Master,Single,1,Mobile,4.62,16.17,50,1,4,8,2313.8,222124.8,0.57,29,0.28,Electronics,COD,4,4,8,3.65,4888,3.71,0.96,0.88,4,10,339,0.86,0,1,0
2640,45,Other,Bangalore,Maharashtra,Gold,1038319.03,Lawyer,Bachelor,Single,2,Desktop,5.0,7.52,39,19,1,9,4270.88,345941.28,0.45,10,0.18,Home,UPI,1,3,1,3.95,19946,51.45,0.37,0.07,20,30,15,0.17,0,0,1
2641,20,Other,Mumbai,Delhi,Gold,324915.51,Manager,Bachelor,Married,1,Desktop,4.82,17.75,22,12,1,9,4976.89,716672.16,0.19,11,0.43,Groceries,COD,3,3,0,3.21,19347,44.11,0.81,0.46,13,41,346,0.73,1,0,0
2642,54,Female,Delhi,Karnataka,Platinum,884337.72,Engineer,High School,Single,3,Mobile,7.69,19.74,8,19,7,6,6930.17,332648.16,0.35,4,0.25,Books,COD,1,3,2,4.36,5745,44.44,0.35,0.62,11,53,92,0.99,1,1,0
2643,46,Male,Bangalore,Delhi,Platinum,811801.5,Lawyer,PhD,Single,1,Tablet,3.83,24.03,28,16,3,9,3904.95,738035.55,0.45,27,0.03,Home,Debit Card,0,6,11,4.88,21925,35.65,0.96,0.06,2,61,347,0.46,0,1,1
2644,32,Male,Pune,Maharashtra,Silver,362473.58,Analyst,Bachelor,Single,4,Tablet,4.42,36.71,34,4,3,8,3428.12,356524.48,0.7,14,0.07,Home,Credit Card,4,2,6,3.76,11211,99.14,0.26,0.8,19,88,29,0.05,1,0,0
2645,29,Female,Hyderabad,West Bengal,Silver,1078324.23,Engineer,PhD,Single,1,Mobile,2.64,33.71,18,8,4,4,5137.07,205482.8,0.28,29,0.17,Fashion,COD,2,10,14,4.81,7914,5.59,0.34,0.8,16,2,23,0.03,1,1,0
2646,65,Other,Pune,Karnataka,Platinum,374761.6,Student,High School,Single,1,Mobile,6.77,48.01,9,2,5,7,5619.85,432728.45,0.21,21,0.08,Groceries,Credit Card,1,3,4,4.46,5127,78.19,0.08,0.42,3,97,192,0.82,0,1,0
2647,58,Other,Delhi,Telangana,Platinum,1031661.46,Analyst,Bachelor,Single,0,Mobile,5.42,47.0,20,15,10,6,5056.65,455098.5,0.84,9,0.03,Groceries,Credit Card,3,4,6,2.4,12767,0.92,0.85,0.05,7,66,340,0.05,0,1,0
2648,41,Other,Jaipur,West Bengal,Silver,1111586.63,Analyst,High School,Single,4,Tablet,4.52,28.15,9,20,6,7,4410.11,401320.01,0.0,6,0.11,Groceries,COD,0,6,6,2.53,7489,34.48,0.56,0.59,0,101,196,0.08,1,0,0
2649,26,Male,Mumbai,Delhi,Gold,1020065.0,Student,Master,Single,0,Desktop,7.95,57.2,9,18,6,9,3137.42,367078.14,0.36,5,0.05,Electronics,Net Banking,4,6,9,4.0,15089,73.48,0.47,0.19,7,36,43,0.77,0,0,0
2650,56,Other,Kolkata,Delhi,Gold,854208.95,Teacher,Master,Single,3,Tablet,1.04,13.96,34,3,8,12,5697.02,615278.16,0.27,14,0.26,Groceries,COD,3,7,14,3.8,23190,7.36,0.03,0.58,1,88,299,0.38,0,0,1
2651,59,Male,Chennai,Rajasthan,Gold,694355.18,Student,High School,Married,4,Desktop,3.72,52.93,36,10,9,7,5025.11,386933.47,0.66,2,0.45,Beauty,UPI,2,8,4,1.04,14945,78.9,0.62,0.02,0,31,219,0.63,1,1,0
2652,38,Female,Hyderabad,Maharashtra,Gold,792196.06,Analyst,PhD,Single,0,Tablet,3.1,32.19,40,6,6,6,7265.37,1002621.06,0.32,9,0.32,Home,Net Banking,3,8,10,1.16,17869,54.08,0.47,0.23,5,47,243,0.18,1,1,0
2653,32,Male,Hyderabad,Karnataka,Silver,1091936.45,Manager,Bachelor,Single,4,Tablet,5.52,47.76,6,18,6,8,2564.14,266670.56,0.73,27,0.43,Beauty,COD,1,1,3,3.15,15431,86.15,0.24,0.36,13,37,256,0.7,1,0,0
2654,20,Male,Pune,Maharashtra,Platinum,264565.37,Doctor,Bachelor,Married,4,Tablet,3.23,18.76,2,1,1,13,4604.47,1077445.98,0.99,0,0.45,Fashion,Net Banking,0,1,5,2.99,15355,9.53,0.8,0.13,8,81,148,0.66,1,0,0
2655,30,Other,Chennai,Tamil Nadu,Platinum,613295.03,Teacher,PhD,Married,0,Mobile,2.21,37.19,50,2,3,8,300.0,16800.0,0.15,6,0.42,Groceries,UPI,3,8,8,1.68,14709,81.58,0.98,0.75,2,42,197,0.23,0,0,0
2656,41,Other,Pune,Rajasthan,Platinum,620662.05,Teacher,High School,Single,1,Mobile,5.4,13.87,20,4,2,8,5649.73,406780.56,0.54,18,0.17,Electronics,Net Banking,5,2,9,4.27,141,22.46,0.37,0.87,12,44,7,0.23,1,1,0
2657,44,Female,Delhi,Maharashtra,Silver,551174.77,Lawyer,Master,Married,2,Mobile,1.43,21.82,20,7,4,15,7207.4,1621665.0,0.47,15,0.19,Home,Credit Card,1,7,6,4.18,24814,19.72,0.81,0.62,12,8,142,0.36,0,0,1
2658,21,Female,Delhi,Karnataka,Silver,788565.18,Analyst,PhD,Married,0,Tablet,2.61,12.97,30,4,4,3,725.55,41356.35,1.0,20,0.4,Home,Net Banking,0,9,14,1.47,3064,55.01,0.48,0.61,3,120,246,0.15,0,1,0
2659,36,Female,Pune,Maharashtra,Gold,650975.19,Designer,High School,Married,3,Desktop,4.32,19.77,9,11,1,7,5976.79,418375.3,0.04,17,0.04,Home,Net Banking,4,7,14,1.22,23791,7.67,0.57,0.88,15,34,340,0.74,1,1,0
2660,39,Female,Jaipur,Delhi,Gold,150000.0,Lawyer,Master,Married,0,Desktop,6.39,5.46,10,17,9,11,4518.36,596423.52,0.15,13,0.07,Sports,Debit Card,1,6,13,4.53,12646,80.14,0.56,0.96,5,72,318,0.15,1,1,1
2661,24,Male,Mumbai,Rajasthan,Platinum,853518.05,Analyst,Master,Married,4,Desktop,4.37,59.26,43,16,2,6,4477.41,402966.9,0.09,11,0.22,Beauty,Debit Card,5,6,9,4.25,10485,38.2,0.14,0.61,12,57,94,0.27,0,0,0
2662,50,Male,Kolkata,Rajasthan,Gold,1007787.35,Manager,Bachelor,Married,2,Desktop,4.84,42.21,33,15,6,9,2911.39,419240.16,0.54,24,0.1,Groceries,Debit Card,4,1,13,2.29,21282,58.09,0.12,0.37,12,96,358,0.97,0,1,0
2663,53,Female,Mumbai,Rajasthan,Platinum,530339.26,Lawyer,Bachelor,Married,2,Desktop,6.54,49.21,36,1,9,12,1329.29,95708.88,0.92,22,0.42,Sports,COD,3,6,3,2.59,8281,45.72,0.17,0.63,0,22,116,0.72,0,0,0
